"q48","What are your general thoughts regarding the legalization of cannabis?","n =  829"
"The fact that it is not legal for consumption is insulting to every law-abiding adult who wants to use this plant. It is becoming ever-increasingly known that hypocrisy, misinformation, and prejudice were the driving factors behind the illegality surrounding this simple, ancient plant. If we expect to give any credence to the idea that we are enlightened and learned, then we must allow full legalization to happen. The current state of cannabis laws in this country (i.e. the fact that it is still referred to a marijuana, a word chosen to feed racist viewpoints, in law books) are appalling and shameful. Additionally, that the CCC is refusing to allow the adult-use market to open is unacceptable. On top of it, they show clear bias to known companies who have questionable relationships to the Department of Public Health and other regulatory entities. The people of Massachusetts deserve better.","1","0.12"
"The growth in the industry is incredible and the benefits of cannabis seem endless. The revenue generated with the sale of cannabis can help the government and local schools, police and fire services and open more opiate rehabs. ","1","0.12"
"The tax is ridiculous ","1","0.12"
"The USA should help fund projects to assist families with education...via....Basic tools and classes teaching region appropriate life skills","1","0.12"
"There are mostly positive results of legalization. However, the cost of cannabis has risen so much that some medical users are not able to afford buying cannabis products. Also the small cannabis farmers are unable to sustain their livlihood since legalization.","1","0.12"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.12"
"There is no point in the illegality of something that one can grow anywhere. Cannabis should be legal by federal law, with state control of production and distribution. ","1","0.12"
"There is nothing wrong with it","1","0.12"
"There should be no restrictions on home grows.","1","0.12"
"They are wasting time not doing it..","1","0.12"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.12"
"They should increase the amount of cannabis that a person should be able to grow legally so that you can reduce the price one spends at a dispensary ","1","0.12"
"They should. ","1","0.12"
"Think is about damn time. ","1","0.12"
"Think it should be 100% legal. With access to both medical and recreational ","1","0.12"
"Think its great. ","1","0.12"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.12"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.12"
"Thumbs up","1","0.12"
"Too  Slow.taxes ridiculous ","1","0.12"
"Too little, too late.  Cannabis prohibition should never have happened.  The damage to the public health has been incalculable.  Removing these vital nutrients from the public diet has led to increased incidence of cancer, diabetes, obesity, neurological and emotional problems, etc., as well as the abuse of cannabis by a misinformed populace.  Legalization will reverse one of the greatest crimes against humanity ever perpetrated (as further testing/studies will prove).","1","0.12"
"Too slow. ","1","0.12"
"Two thumbs up","1","0.12"
"Unsure","1","0.12"
"Until concentrates are introduced (Canada) I will not be participating in the legal market. I rely on concentrates to treat my PTSD and cannot smoke flower due to asthma. Vaping concentrates is much easier on my lungs and the effects on my mood are instantaneous, with flower I would need to smoke more than one hit to feel anywhere near the same as a single 0.05g~ dab of a concentrate.","1","0.12"
"Used correctly it is a medicine just like any other","1","0.12"
"Very excited to be living in a time period where this is possible. For so long it was considered taboo to smoke and I'm very excited we can look at it differently","1","0.12"
"Very excited.  The benefits outweigh the risks and it is no worse than alcohol when used recreationally","1","0.12"
"Very good","1","0.12"
"Very good ","1","0.12"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.12"
"Very happy about it.  Can't believe it's taken this long","1","0.12"
"very happy!","1","0.12"
"Very happy, just hoping for prices to drop down to make it more affordable we need more dispensary’s to open up","1","0.12"
"Very important Alchol is worse for you yet it's legal when weed has health benefits ","1","0.12"
"Very important. Laws need to help promote and rebuild the communities that have been ravaged by dangerous and discriminatory ""war on drugs"" policies.","1","0.12"
"Very long overdue","1","0.12"
"Very much in favor. It has far more benefits than risks, and incarceration for drug offenses needs to end and all current and former prisoners be released, compensated, and the charges expunged from their records. ","1","0.12"
"Very necessary and long overdue. ","1","0.12"
"Very pro.  I feel if alcohol is legal - can I is should be aswell","1","0.12"
"Very supportive, medicinal and recreational both","1","0.12"
"Voted for it","1","0.12"
"Waited 20 years for this","1","0.12"
"Waited 46 years for this.  It will have many unforeseen benefits including reducing alcoholism, reducing vehicular mortality due to alcohol, and might help some with opiod abuse.","1","0.12"
"Way over do  Especially with the opiate crisis","1","0.12"
"way over due","1","0.12"
"way overdue","1","0.12"
"We deserve its medical benefits. ","1","0.12"
"We should all be able to grow our own medicine if we want.","1","0.12"
"We voted for it in November of 2016.  Its been almost two years.  GET WITH IT MASSACHUSETTS!!! MAKE IT HAPPEN!","1","0.12"
"We will get there in time, probobly within the next decade. But government regulation seems bad considering they are one of the main opponents of legalization throughout the years. Having the FDA regulate cannabis feels foolish considering the people in that position right now are concerned with money, not quality. Massachusetts has potential, if these politicians get off their ass and make our future for the better, not for the money","1","0.12"
"What's taking so long?","1","0.12"
"what are we waiting for ","1","0.12"
"what are we waiting for???????!?!?!?!?","1","0.12"
"When God, when?","1","0.12"
"Where I am now it is very easy and leant","1","0.12"
"While I appreciate that legalization comes with a certain amount of destigmatization and and ability to have more systematic tracking of strains and production, I do believe that it has turned cannabis into another large industry at the expense of smaller producers and more locally-based distributors. I also believe that legalization without full pardoning of everyone previously convicted for cannabis-related offenses is despicable. ","1","0.12"
"Why has the greed which caused it to be forced to a crime/evil PLANT, still in government?","1","0.12"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.12"
"Why was it ever illegal?","1","0.12"
"will be some risk of overdoing edibles.  hate smoking ","1","0.12"
"Will be very beneficial to many individuals. ","1","0.12"
"WOO HOO! More access, less stigma.","1","0.12"
"Yay","1","0.12"
"YES","1","0.12"
"yes ","1","0.12"
"Yes please. medical, absolutely. recreational, if we start teaching people more about mindfulness and moderation.","1","0.12"
"yes!","1","0.12"
"Yes, legalize it and keep it away from big pharma!","1","0.12"
"Yes. And also legal protection for cannabis users. ","1","0.12"
