"q48","What are your general thoughts regarding the legalization of cannabis?","n =  907"
"Too little, too late.  Cannabis prohibition should never have happened.  The damage to the public health has been incalculable.  Removing these vital nutrients from the public diet has led to increased incidence of cancer, diabetes, obesity, neurological and emotional problems, etc., as well as the abuse of cannabis by a misinformed populace.  Legalization will reverse one of the greatest crimes against humanity ever perpetrated (as further testing/studies will prove).","1","0.11"
"too many people and not enough product","1","0.11"
"Too slow. ","1","0.11"
"Took long enough","1","0.11"
"Two thumbs up","1","0.11"
"Used correctly it is a medicine just like any other","1","0.11"
"Very excited to be living in a time period where this is possible. For so long it was considered taboo to smoke and I'm very excited we can look at it differently","1","0.11"
"Very excited.  The benefits outweigh the risks and it is no worse than alcohol when used recreationally","1","0.11"
"Very good","1","0.11"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.11"
"Very happy about it.","1","0.11"
"Very happy about it.  Can't believe it's taken this long","1","0.11"
"very happy that it is now legal in Mass.","1","0.11"
"very happy!","1","0.11"
"Very happy, just hoping for prices to drop down to make it more affordable we need more dispensary’s to open up","1","0.11"
"Very important Alchol is worse for you yet it's legal when weed has health benefits ","1","0.11"
"Very important. Laws need to help promote and rebuild the communities that have been ravaged by dangerous and discriminatory ""war on drugs"" policies.","1","0.11"
"Very long overdue","1","0.11"
"Very necessary and long overdue. ","1","0.11"
"Very pleased that has happened.","1","0.11"
"Very positive","1","0.11"
"very positive; interested in seeing the societal impact of legalization on health, social justice","1","0.11"
"Very pro.  I feel if alcohol is legal - can I is should be aswell","1","0.11"
"Very pro. Some who could use it as a med choose not to get a card so they are not listed on a database","1","0.11"
"Very supportive, medicinal and recreational both","1","0.11"
"Voted for it","1","0.11"
"Waited 20 years for this","1","0.11"
"Way over do  Especially with the opiate crisis","1","0.11"
"way over due","1","0.11"
"We need open recreational dispensaries","1","0.11"
"We voted for it in November of 2016.  Its been almost two years.  GET WITH IT MASSACHUSETTS!!! MAKE IT HAPPEN!","1","0.11"
"We will get there in time, probobly within the next decade. But government regulation seems bad considering they are one of the main opponents of legalization throughout the years. Having the FDA regulate cannabis feels foolish considering the people in that position right now are concerned with money, not quality. Massachusetts has potential, if these politicians get off their ass and make our future for the better, not for the money","1","0.11"
"We’re cloe","1","0.11"
"Well past time","1","0.11"
"What's taking so long?","1","0.11"
"what are we waiting for ","1","0.11"
"When God, when?","1","0.11"
"Where I am now it is very easy and leant","1","0.11"
"While I appreciate that legalization comes with a certain amount of destigmatization and and ability to have more systematic tracking of strains and production, I do believe that it has turned cannabis into another large industry at the expense of smaller producers and more locally-based distributors. I also believe that legalization without full pardoning of everyone previously convicted for cannabis-related offenses is despicable. ","1","0.11"
"Why are people making it so damn complicated?!? Nasty politics and old propaganda.😩","1","0.11"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.11"
"Why was it ever illegal?","1","0.11"
"Will be very beneficial to many individuals. ","1","0.11"
"WOO HOO! More access, less stigma.","1","0.11"
"Works great for my disabilities ","1","0.11"
"would agree to legalization","1","0.11"
"Y not ","1","0.11"
"Yay","1","0.11"
"Yay!","1","0.11"
"YES","1","0.11"
"Yes already","1","0.11"
"yes!","1","0.11"
"Yes, Please.","1","0.11"
"Yes. And also legal protection for cannabis users. ","1","0.11"
